"","...1","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1",1,44821,"5AA",1401.1,22.884,-0.465,-0.465,"VAL",-0.89515,-0.759654261364273
"2",2,44821,"5AA",1539.3,39.093,15.124,15.124,"NOR",14.69385,14.5107247159087
"3",3,44821,"5AA",2076.6,20.667,-2.283,-2.283,"GLU",-2.71315,-2.57613494318234
"4",4,44821,"5AA",2190.7,19.721,-4.021,-4.021,"PHE",-4.45115,-4.62026619318226
"5",5,44822,"5AA",1281.4,35.283,-0.253,-0.253,"ALA",-0.68315,-1.52693196405565
"6",6,44822,"5AA",1402,23.051,-0.146,-0.146,"VAL",-0.57615,-0.490225568182325
"7",7,44822,"5AA",1540.1,39.552,15.32,15.32,"NOR",14.88985,14.6494482954543
"8",8,44822,"5AA",2077.3,21.165,-2.885,-2.885,"GLU",-3.31515,-3.2473096590913
"9",9,44822,"5AA",2191.4,18.998,-4.552,-4.552,"PHE",-4.98215,-5.24429715909109
"10",10,44823,"5AA",1281.2,34.67,-0.38,-0.38,"ALA",-0.81015,-1.70541463414528
"11",11,44823,"5AA",1401.8,22.542,-0.374,-0.374,"VAL",-0.80415,-0.767796875000377
"12",12,44823,"5AA",1540.1,38.629,15.067,15.067,"NOR",14.63685,14.3391718749999
"13",13,44823,"5AA",2077,20.608,-2.979,-2.979,"GLU",-3.40915,-3.41048437500071
"14",14,44823,"5AA",2190.9,18.066,-4.4,-4.4,"PHE",-4.83015,-5.18532812500084
"15",15,44827,"19_W_2",1269.3,5.929,25.026,25.026,"ALA",24.59585,23.4946546854949
"16",16,44827,"19_W_2",1391.9,1.908,22.264,22.264,"VAL",21.83385,21.671917897727
"17",17,44827,"19_W_2",1522.6,3.105,20.088,20.088,"NOR",19.65785,19.1310661931814
"18",18,44827,"19_W_2",2057.2,6.329,24.418,24.418,"GLU",23.98785,23.7098167613635
"19",19,44827,"19_W_2",2168.8,1.348,6.367,6.367,"PHE",5.93685,5.20954801136381
"20",20,44828,"19_W_2",1269.3,5.564,25.643,25.643,"ALA",25.21285,24.0601720154052
"21",21,44828,"19_W_2",1391.9,1.891,20.167,20.167,"VAL",19.73685,19.5253465909089
"22",22,44828,"19_W_2",1522.8,2.941,23.121,23.121,"NOR",22.69085,22.106789772727
"23",23,44828,"19_W_2",2057.4,6.006,24.61,24.61,"GLU",24.17985,23.8326420454541
"24",24,44828,"19_W_2",2169,1.258,6.865,6.865,"PHE",6.43485,5.61451704545406
"25",25,44829,"19_W_2",1269.7,5.327,24.991,24.991,"ALA",24.56085,23.3566893453151
"26",26,44829,"19_W_2",1392.4,1.07,24.651,24.651,"VAL",24.22085,23.9597752840904
"27",27,44829,"19_W_2",1523.2,2.884,22.779,22.779,"NOR",22.34885,21.7075133522726
"28",28,44829,"19_W_2",2057.6,5.886,25.049,25.049,"GLU",24.61885,24.2024673295451
"29",29,44829,"19_W_2",2169.2,1.205,6.833,6.833,"PHE",6.40285,5.48948607954522
"30",30,44830,"5AA",1282,32.636,0.003,0.003,"ALA",-0.42715,-1.68279332477448
"31",31,44830,"5AA",1402.6,20.948,0.052,0.052,"VAL",-0.37815,-0.688796022727651
"32",32,44830,"5AA",1540.7,37.032,15.531,15.531,"NOR",15.10085,14.4022369318182
"33",33,44830,"5AA",2078.1,18.876,-2.171,-2.171,"GLU",-2.60115,-3.08670738636386
"34",34,44830,"5AA",2192,17.973,-3.753,-3.753,"PHE",-4.18315,-5.18954488636362
"35",35,44831,"19_K_2",1272.8,9.072,24.189,24.189,"ALA",23.75885,22.4517240051354
"36",36,44831,"19_K_2",1394.7,3.552,17.198,17.198,"VAL",16.76785,16.4076326704543
"37",37,44831,"19_K_2",1523.8,4.285,16.074,16.074,"NOR",15.64385,14.8879605113634
"38",38,44831,"19_K_2",2058.9,6.034,24.362,24.362,"GLU",23.93185,23.3771178977272
"39",39,44831,"19_K_2",2170.7,1.533,7.205,7.205,"PHE",6.77485,5.67542414772754
"40",40,44832,"19_K_2",1273.4,8.842,24.29,24.29,"ALA",23.85985,22.5012413350458
"41",41,44832,"19_K_2",1395.3,3.302,17.948,17.948,"VAL",17.51785,17.1080613636362
"42",42,44832,"19_K_2",1524.4,4.165,16.457,16.457,"NOR",16.02685,15.213684090909
"43",43,44832,"19_K_2",2059.3,5.708,25.295,25.295,"GLU",24.86485,24.2409431818182
"44",44,44832,"19_K_2",2171.3,1.435,6.847,6.847,"PHE",6.41685,5.2243931818178
"45",45,44833,"19_K_2",1273.9,8.716,24.268,24.268,"ALA",23.83785,22.4277586649557
"46",46,44833,"19_K_2",1395.9,3.598,16.335,16.335,"VAL",15.90485,15.4454900568182
"47",47,44833,"19_K_2",1525.1,4.055,16.989,16.989,"NOR",16.55885,15.6884076704546
"48",48,44833,"19_K_2",2061.2,5.785,25.224,25.224,"GLU",24.79385,24.1007684659093
"49",49,44833,"19_K_2",2172.1,1.384,6.528,6.528,"PHE",6.09785,4.81236221590896
"50",50,44834,"19_K_3",1275.9,10.301,24.69,24.69,"ALA",24.25985,22.7982759948661
"51",51,44834,"19_K_3",1398.2,4.535,17.038,17.038,"VAL",16.60785,16.0989187499997
"52",52,44834,"19_K_3",1525.9,5.038,13.614,13.614,"NOR",13.18385,12.2561312500002
"53",53,44834,"19_K_3",2065.1,6.991,25.549,25.549,"GLU",25.11885,24.3565937499999
"54",54,44834,"19_K_3",2174.2,1.593,6.813,6.813,"PHE",6.38285,5.00433125000012
"55",55,44835,"19_K_3",1276.6,9.506,24.604,24.604,"ALA",24.17385,22.660793324776
"56",56,44835,"19_K_3",1398.8,4.504,15.781,15.781,"VAL",15.35085,14.7923474431816
"57",57,44835,"19_K_3",1526.7,4.822,12.975,12.975,"NOR",12.54485,11.5598548295453
"58",58,44835,"19_K_3",2066,6.406,25.292,25.292,"GLU",24.86185,24.0304190340909
"59",59,44835,"19_K_3",2175.3,1.431,6.451,6.451,"PHE",6.02085,4.54930028409128
"60",60,44836,"19_K_3",1277.6,9.159,24.728,24.728,"ALA",24.29785,22.7333106546859
"61",61,44836,"19_K_3",1400.1,5.636,15.784,15.784,"VAL",15.35385,14.7457761363636
"62",62,44836,"19_K_3",1528,3.665,16.749,16.749,"NOR",16.31885,15.2765784090909
"63",63,44836,"19_K_3",2068.3,6.428,26.243,26.243,"GLU",25.81285,24.9122443181819
"64",64,44836,"19_K_3",2176.7,1.396,6.013,6.013,"PHE",5.58285,4.01826931818244
"65",65,44837,"5AA",1289.7,28.902,0.395,0.395,"ALA",-0.03515,-1.65117201540369
"66",66,44837,"5AA",1410.1,21.676,0.292,0.292,"VAL",-0.13815,-0.795795170454471
"67",67,44837,"5AA",1548.7,33.203,15.846,15.846,"NOR",15.41585,14.3163019886365
"68",68,44837,"5AA",2089.4,16.812,-1.307,-1.307,"GLU",-1.73715,-2.70693039772702
"69",69,44837,"5AA",2201.2,16.341,-2.495,-2.495,"PHE",-2.92515,-4.5827616477273
"70",70,44838,"19_E_2",1282,6.947,23.544,23.544,"ALA",23.11385,21.4463453145062
"71",71,44838,"19_E_2",1404.9,1.464,22.512,22.512,"VAL",22.08185,21.374633522727
"72",72,44838,"19_E_2",1533.9,3.757,17.305,17.305,"NOR",16.87485,15.7180255681821
"73",73,44838,"19_E_2",2078.3,7.38,24.013,24.013,"GLU",23.58285,22.543894886364
"74",74,44838,"19_E_2",2183,1.379,6.856,6.856,"PHE",6.42585,4.67520738636386
"75",75,44839,"19_E_2",1284.5,5.956,23.45,23.45,"ALA",23.01985,21.3008626444166
"76",76,44839,"19_E_2",1407.4,4.522,13.353,13.353,"VAL",12.92285,12.166062215909
"77",77,44839,"19_E_2",1536.8,2.191,19.189,19.189,"NOR",18.75885,17.5447491477272
"78",78,44839,"19_E_2",2082.1,6.504,24.321,24.321,"GLU",23.89085,22.7827201704546
"79",79,44840,"19_E_2",1289.1,5.701,23.175,23.175,"ALA",22.74485,20.9743799743265
"80",80,44840,"19_E_2",1412,5.855,13.083,13.083,"VAL",12.65285,11.8464909090909
"81",81,44840,"19_E_2",1541.6,2.125,19.716,19.716,"NOR",19.28585,18.0144727272728
"82",82,44840,"19_E_2",2089,6.399,23.698,23.698,"GLU",23.26785,22.0905454545457
"83",83,44841,"5AA",1304,23.722,1.873,1.873,"ALA",1.44285,-0.379102695763103
"84",84,44841,"5AA",1424.3,18.379,1.616,1.616,"VAL",1.18585,0.329919602272866
"85",85,44841,"5AA",1562.3,26.033,17.022,17.022,"NOR",16.59185,15.2631963068184
"86",86,44841,"5AA",2110.3,14.422,-1.18,-1.18,"GLU",-1.61015,-2.8566292613633
"87",87,44841,"5AA",2218.1,14.223,-2.231,-2.231,"PHE",-2.66115,-4.69088551136265
"88",88,44842,"5AA",1310.4,25.795,-0.411,-0.411,"ALA",-0.84115,-2.71458536585318
"89",89,44842,"5AA",1431.2,18.772,-0.182,-0.182,"VAL",-0.61215,-1.51765170454564
"90",90,44842,"5AA",1568.5,24.58,15.73,15.73,"NOR",15.29985,13.9139198863641
"91",91,44842,"5AA",2119.3,14.58,-1.664,-1.664,"GLU",-2.09415,-3.40980397727226
"92",92,44842,"5AA",2225.6,18.008,-2.962,-2.962,"PHE",-3.39215,-5.5149164772724
"93",1,44843,"5AA",1282,37.574,-0.902,-0.902,"ALA",-1.33215,-1.96285937499934
"94",2,44843,"5AA",1402.4,23.673,-0.817,-0.817,"VAL",-1.24715,-1.05444573863611
"95",3,44843,"5AA",1541,40.037,14.369,14.369,"NOR",13.93885,14.0121653409093
"96",4,44843,"5AA",2078.3,20.843,-3.111,-3.111,"GLU",-3.54115,-3.31951051136327
"97",5,44843,"5AA",2192.2,19.766,-4.413,-4.413,"PHE",-4.84315,-5.20728494318178
"98",6,44844,"5AA",1282.8,35.653,-0.608,-0.608,"ALA",-1.03815,-1.63765624999952
"99",7,44844,"5AA",1403.2,23.153,-0.236,-0.236,"VAL",-0.66615,-0.467574431817948
"100",8,44844,"5AA",1541.8,39.536,14.904,14.904,"NOR",14.47385,14.5401920454547
"101",9,44844,"5AA",2079.3,21.223,-2.678,-2.678,"GLU",-3.10815,-2.85576306818149
"102",10,44844,"5AA",2193,19.663,-4.201,-4.201,"PHE",-4.63115,-4.99900965909088
"103",11,44845,"5AA",1281.8,34.193,-0.411,-0.411,"ALA",-0.84115,-1.40945312499947
"104",12,44845,"5AA",1402.4,22.13,-0.256,-0.256,"VAL",-0.68615,-0.481703124999783
"105",13,44845,"5AA",1540.7,37.548,15.084,15.084,"NOR",14.65385,14.7132187500001
"106",14,44845,"5AA",2078.1,20.016,-2.947,-2.947,"GLU",-3.37715,-3.09401562499971
"107",15,44845,"5AA",2191.8,18.495,-4.204,-4.204,"PHE",-4.63415,-5.00573437499998
"108",16,44846,"22_W_2",1274.9,12.401,23.462,23.462,"ALA",23.03185,22.4947500000006
"109",17,44846,"22_W_2",1397.4,5.676,17.577,17.577,"VAL",17.14685,17.3571681818184
"110",18,44846,"22_W_2",1525.7,6.742,13.722,13.722,"NOR",13.29185,13.3442454545456
"111",19,44846,"22_W_2",2062.4,7.714,23.036,23.036,"GLU",22.60585,22.9197318181821
"112",20,44846,"22_W_2",2171.7,1.497,5.418,5.418,"PHE",4.98785,4.61254090909092
"113",21,44847,"22_W_2",1275.1,11.859,23.032,23.032,"ALA",22.60185,22.0959531250004
"114",22,44847,"22_W_2",1397.6,5.701,16.904,16.904,"VAL",16.47385,16.6900394886365
"115",23,44847,"22_W_2",1525.9,6.57,13.601,13.601,"NOR",13.17085,13.216272159091
"116",24,44847,"22_W_2",2062.6,7.452,23.342,23.342,"GLU",22.91185,23.2564792613639
"117",25,44847,"22_W_2",2171.9,1.452,6.65,6.65,"PHE",6.21985,5.84081619318182
"118",26,44848,"22_W_2",1273.9,11.453,23.368,23.368,"ALA",22.93785,22.4631562500004
"119",27,44848,"22_W_2",1396.3,5.978,16.557,16.557,"VAL",16.12685,16.3489107954547
"120",28,44848,"22_W_2",1524.4,4.272,14.693,14.693,"NOR",14.26285,14.3012988636364
"121",29,44848,"22_W_2",2061.4,7.448,23.227,23.227,"GLU",22.79685,23.1722267045456
"122",30,44848,"22_W_2",2170.7,1.411,4.701,4.701,"PHE",4.27085,3.88809147727272
"123",31,44849,"22_W_3",1273.2,9.593,21.956,21.956,"ALA",21.52585,21.0823593750005
"124",32,44849,"22_W_3",1396.1,4.509,19.311,19.311,"VAL",18.88085,19.1087821022729
"125",33,44849,"22_W_3",1524.9,4.163,13.736,13.736,"NOR",13.30585,13.3373255681819
"126",34,44849,"22_W_3",2062.2,6.443,20.981,20.981,"GLU",20.55085,20.9569741477274
"127",35,44849,"22_W_3",2173.8,2.229,5.108,5.108,"PHE",4.67785,4.29136676136362
"128",36,44850,"22_W_3",1274.3,9.214,21.795,21.795,"ALA",21.36485,20.9525625000003
"129",37,44850,"22_W_3",1397.2,4.363,18.865,18.865,"VAL",18.43485,18.668653409091
"130",38,44850,"22_W_3",1526.1,5.281,13.971,13.971,"NOR",13.54085,13.5653522727273
"131",39,44850,"22_W_3",2063.7,6.035,20.268,20.268,"GLU",19.83785,20.2747215909094
"132",40,44850,"22_W_3",2175.1,2.054,5.268,5.268,"PHE",4.83785,4.44764204545452
"133",41,44851,"22_W_3",1275.3,8.879,21.527,21.527,"ALA",21.09685,20.7157656250004
"134",42,44851,"22_W_3",1398.2,5.361,17.461,17.461,"VAL",17.03085,17.2705247159092
"135",43,44851,"22_W_3",1527.2,4.405,15.464,15.464,"NOR",15.03385,15.0513789772728
"136",44,44851,"22_W_3",2065.5,5.779,21.427,21.427,"GLU",20.99685,21.4644690340912
"137",45,44851,"22_W_3",2176.5,1.93,4.25,4.25,"PHE",3.81985,3.42591732954542
"138",46,44852,"5AA",1286,30.802,-0.403,-0.403,"ALA",-0.83315,-1.1830312499996
"139",47,44852,"5AA",1406.4,18.947,-0.33,-0.33,"VAL",-0.76015,-0.514603977272631
"140",48,44852,"5AA",1545.1,33.619,15.218,15.218,"NOR",14.78785,14.7984056818182
"141",49,44852,"5AA",2084.8,18.099,-2.866,-2.866,"GLU",-3.29615,-2.79778352272702
"142",50,44852,"5AA",2197.4,16.939,-3.918,-3.918,"PHE",-4.34815,-4.74580738636369
"143",51,44856,"22_K_3",1301.7,9.055,20.726,20.726,"ALA",20.29585,20.0707812500001
"144",52,44856,"22_K_3",1424.5,9.955,14.546,14.546,"VAL",14.11585,14.38488125
"145",53,44856,"22_K_3",1554.3,3.88,16.414,16.414,"NOR",15.98385,15.9665124999999
"146",54,44856,"22_K_3",2104.6,6.508,21.793,21.793,"GLU",21.36285,21.9842062500001
"147",55,44856,"22_K_3",2208.1,1.727,5.103,5.103,"PHE",4.67285,4.26029374999994
"148",56,44857,"22_K_3",1311.1,8.491,20.702,20.702,"ALA",20.27185,20.0779843750002
"149",57,44857,"22_K_3",1433.5,7.541,12.412,12.412,"VAL",11.98185,12.2567525568182
"150",58,44857,"22_K_3",1562.5,2.893,16.659,16.659,"NOR",16.22885,16.2045392045454
"151",59,44857,"22_K_3",2114.7,6.042,21.419,21.419,"GLU",20.98885,21.6409536931819
"152",60,44857,"22_K_3",2216.2,1.593,3.626,3.626,"PHE",3.19585,2.77956903409084
"153",61,44858,"22_K_3",1306.3,8.184,20.731,20.731,"ALA",20.30085,20.1381875000002
"154",62,44858,"22_K_3",1429.1,10.138,14.089,14.089,"VAL",13.65885,13.9396238636364
"155",63,44858,"22_K_3",1558.9,2.941,17.086,17.086,"NOR",16.65585,16.6245659090908
"156",64,44858,"22_K_3",2112.6,5.022,20.603,20.603,"GLU",20.17285,20.8557011363637
"157",65,44858,"22_K_3",2215.2,1.573,6.076,6.076,"PHE",5.64585,5.22584431818174
"158",66,44859,"5AA",1331.5,29.465,-1.349,-1.349,"ALA",-1.77915,-1.91060937499995
"159",67,44859,"5AA",1452.3,18.019,-0.854,-0.854,"VAL",-1.28415,-0.997504829545535
"160",68,44859,"5AA",1588.6,25.02,15.057,15.057,"NOR",14.62685,14.5885926136362
"161",69,44859,"5AA",2148.7,17.498,-3.43,-3.43,"GLU",-3.86015,-3.14655142045455
"162",70,44859,"5AA",2250.7,19.497,-3.958,-3.958,"PHE",-4.38815,-4.81188039772736
"163",71,44863,"5AA",1362.3,30.25,-0.641,-0.641,"ALA",-1.07115,-1.07779687499999
"164",72,44863,"5AA",1482,17.597,-0.33,-0.33,"VAL",-0.76015,-0.450019602272877
"165",73,44863,"5AA",1616.6,24.917,15.192,15.192,"NOR",14.76185,14.695699431818
"166",74,44863,"5AA",2179.9,16.778,-2.765,-2.765,"GLU",-3.19515,-2.35856164772743
"167",75,44863,"5AA",2277.3,15.357,-3.992,-3.992,"PHE",-4.42215,-4.86077926136377
"168",76,44864,"5AA",1369.8,29.163,-1.683,-1.683,"ALA",-2.11315,-2.08859375000017
"169",77,44864,"5AA",1489.8,22.01,-0.61,-0.61,"VAL",-1.04015,-0.724148295454712
"170",78,44864,"5AA",1624.1,24.708,14.55,14.55,"NOR",14.11985,14.0467261363634
"171",79,44864,"5AA",2188,16.39,-4.159,-4.159,"GLU",-4.58915,-3.72181420454565
"172",80,44864,"5AA",2284.2,14.756,-4.525,-4.525,"PHE",-4.95515,-5.39750397727287
"173",1,44865,"5AA",1279.5,31.896,-0.707,-0.707,"ALA",-1.13715,-1.70427897727253
"174",2,44865,"5AA",1400.5,20.622,-0.827,-0.827,"VAL",-1.25715,-0.88189517045443
"175",3,44865,"5AA",1538,35.05,14.776,14.776,"NOR",14.34585,14.294535511364
"176",4,44865,"5AA",2072.9,17.788,-2.795,-2.795,"GLU",-3.22515,-2.82119034090907
"177",5,44865,"5AA",2188.6,17.751,-4.809,-4.809,"PHE",-5.23915,-5.32491136363636
"178",6,44866,"5AA",1280.1,31.341,-0.94,-0.94,"ALA",-1.37015,-1.88287386363631
"179",7,44866,"5AA",1401.1,20.837,-0.648,-0.648,"VAL",-1.07815,-0.717471022727172
"180",8,44866,"5AA",1538.7,35.615,14.767,14.767,"NOR",14.33685,14.352713068182
"181",9,44866,"5AA",2073.5,17.88,-3.037,-3.037,"GLU",-3.46715,-3.04214204545453
"182",10,44866,"5AA",2189.3,17.194,-4.389,-4.389,"PHE",-4.81915,-4.9262681818181
"183",11,44867,"5AA",1280.1,29.637,-0.57,-0.57,"ALA",-1.00015,-1.45846875000009
"184",12,44867,"5AA",1401.1,19.836,-0.48,-0.48,"VAL",-0.91015,-0.564046874999914
"185",13,44867,"5AA",1538.7,33.951,15.039,15.039,"NOR",14.60885,14.6918906250005
"186",14,44867,"5AA",2073.7,17.196,-2.935,-2.935,"GLU",-3.36515,-2.91909375
"187",15,44867,"5AA",2189.5,16.474,-4.407,-4.407,"PHE",-4.83715,-4.96562499999996
"188",16,44868,"22_W_3",1272.2,9.511,21.813,21.813,"ALA",21.38285,20.9789363636366
"189",17,44868,"22_W_3",1394.9,3.455,25.029,25.029,"VAL",24.59885,24.9303772727273
"190",18,44868,"22_W_3",1524,4.235,13.216,13.216,"NOR",12.78585,12.9360681818185
"191",19,44868,"22_W_3",2059.5,6.509,20.737,20.737,"GLU",20.30685,20.7739545454545
"192",20,44868,"22_W_3",2172.6,2.362,4.617,4.617,"PHE",4.18685,4.03701818181818
"193",21,44869,"22_W_3",1272,9.22,22.105,22.105,"ALA",21.67485,21.3253414772728
"194",22,44869,"22_W_3",1394.9,4.113,20.41,20.41,"VAL",19.97985,20.2968014204546
"195",23,44869,"22_W_3",1523.8,4.083,13.516,13.516,"NOR",13.08585,13.3032457386366
"196",24,44869,"22_W_3",2059.5,6.203,20.522,20.522,"GLU",20.09185,20.5800028409091
"197",25,44869,"22_W_3",2172.3,2.215,5.269,5.269,"PHE",4.83885,4.66766136363632
"198",26,44870,"22_W_3",1272.2,8.59,21.929,21.929,"ALA",21.49885,21.203746590909
"199",27,44870,"22_W_3",1395.1,3.932,19.552,19.552,"VAL",19.12185,19.424225568182
"200",28,44870,"22_W_3",1524,3.764,13.545,13.545,"NOR",13.11485,13.3994232954546
"201",29,44870,"22_W_3",2059.7,5.679,20.372,20.372,"GLU",19.94185,20.4510511363636
"202",30,44870,"22_W_3",2172.6,1.98,5.032,5.032,"PHE",4.60185,4.40930454545458
"203",31,44871,"22_K_3",1273,9.682,21.873,21.873,"ALA",21.44285,21.2021517045453
"204",32,44871,"22_K_3",1395.5,4.839,16.926,16.926,"VAL",16.49585,16.7836497159092
"205",33,44871,"22_K_3",1524.4,4.234,14.638,14.638,"NOR",14.20785,14.5596008522731
"206",34,44871,"22_K_3",2059.1,5.31,21.921,21.921,"GLU",21.49085,22.0210994318181
"207",35,44871,"22_K_3",2172.3,1.804,4.323,4.323,"PHE",3.89285,3.67894772727272
"208",36,44872,"22_K_3",1273.4,9.131,21.768,21.768,"ALA",21.33785,21.1515568181819
"209",37,44872,"22_K_3",1396.1,6.05,17.133,17.133,"VAL",16.70285,16.9760738636365
"210",38,44872,"22_K_3",1525.1,6.863,15.361,15.361,"NOR",14.93085,15.3497784090911
"211",39,44872,"22_K_3",2059.7,5.608,21.586,21.586,"GLU",21.15585,21.7071477272728
"212",40,44872,"22_K_3",2172.8,1.722,4.205,4.205,"PHE",3.77485,3.53959090909087
"213",41,44873,"22_K_3",1273.6,8.503,21.728,21.728,"ALA",21.29785,21.1659619318181
"214",42,44873,"22_K_3",1396.3,6.11,17.043,17.043,"VAL",16.61285,16.8714980113637
"215",43,44873,"22_K_3",1525.3,3.783,14.993,14.993,"NOR",14.56285,15.0489559659091
"216",44,44873,"22_K_3",2059.9,5.196,21.767,21.767,"GLU",21.33685,21.9091960227273
"217",45,44873,"22_K_3",2172.8,1.577,3.139,3.139,"PHE",2.70885,2.45223409090912
"218",46,44874,"5AA",1280.5,24.201,-0.786,-0.786,"ALA",-1.21615,-1.29363295454563
"219",47,44874,"5AA",1401.6,18.534,-0.277,-0.277,"VAL",-0.70715,-0.463077840908994
"220",48,44874,"5AA",1539.1,26.659,15.11,15.11,"NOR",14.67985,15.2331335227271
"221",49,44874,"5AA",2074.7,12.483,-3.789,-3.789,"GLU",-4.21915,-3.62575568181815
"222",50,44874,"5AA",2190.1,12.886,-3.915,-3.915,"PHE",-4.34515,-4.62312272727273
"223",51,44881,"5AA",1293.1,21.112,-1.338,-1.338,"ALA",-1.76815,-1.46479715909117
"224",52,44881,"5AA",1414.1,18.933,-0.213,-0.213,"VAL",-0.64315,-0.501108806818074
"225",53,44881,"5AA",1552,27.796,12.585,12.585,"NOR",12.15485,13.1783764204542
"226",54,44881,"5AA",2094.4,12.686,-3.314,-3.314,"GLU",-3.74415,-3.00341761363641
"227",55,44881,"5AA",2206.2,12.411,-4.23,-4.23,"PHE",-4.66015,-5.08762045454551
"228",56,44885,"5AA",1305.4,21.219,-1.665,-1.665,"ALA",-2.09515,-1.57417670454583
"229",57,44885,"5AA",1426.6,17.129,-0.265,-0.265,"VAL",-0.69515,-0.611412215909042
"230",58,44885,"5AA",1564.2,20.334,13.893,13.893,"NOR",13.46285,14.7550866477268
"231",59,44885,"5AA",2112.8,11.961,-3.594,-3.594,"GLU",-4.02415,-3.19922443181816
"232",60,44885,"5AA",2221.3,14.603,-3.758,-3.758,"PHE",-4.18815,-4.70104772727282
"233",61,44886,"5AA",1320.9,20.92,-2.037,-2.037,"ALA",-2.46715,-1.89177159090961
"234",62,44886,"5AA",1442.1,16.19,-0.59,-0.59,"VAL",-1.02015,-0.950988068181784
"235",63,44886,"5AA",1578,18.774,13.96,13.96,"NOR",13.52985,14.8892642045452
"236",64,44886,"5AA",2132.4,12.424,-3.099,-3.099,"GLU",-3.52915,-2.68317613636362
"237",65,44886,"5AA",2237.1,12.227,-4.435,-4.435,"PHE",-4.86515,-5.39940454545457
"238",1,44887,"5AA",1279.9,32.501,-0.815,-0.815,"ALA",-1.24515,-1.68518380681748
"239",2,44887,"5AA",1400.3,19.417,-0.784,-0.784,"VAL",-1.21415,-0.738967329545085
"240",3,44887,"5AA",1538.2,34.569,14.887,14.887,"NOR",14.45685,14.5209940340918
"241",4,44887,"5AA",2075,18.922,-2.922,-2.922,"GLU",-3.35215,-2.78712471590885
"242",5,44887,"5AA",2189.5,18.092,-4.459,-4.459,"PHE",-4.88915,-4.73915710227301
"243",6,44888,"5AA",1280.8,32.032,-0.919,-0.919,"ALA",-1.34915,-1.7338028409084
"244",7,44888,"5AA",1401.1,19.913,-0.715,-0.715,"VAL",-1.14515,-0.64330397727245
"245",8,44888,"5AA",1539.3,35.745,14.703,14.703,"NOR",14.27285,14.4078642045461
"246",9,44888,"5AA",2076,19.391,-3.174,-3.174,"GLU",-3.60415,-3.00364829545443
"247",10,44888,"5AA",2190.3,18.213,-4.786,-4.786,"PHE",-5.21615,-5.07524261363666
"248",11,44889,"5AA",1281,30.186,-0.807,-0.807,"ALA",-1.23715,-1.56642187499932
"249",12,44889,"5AA",1401.1,18.534,-0.629,-0.629,"VAL",-1.05915,-0.530640624999815
"250",13,44889,"5AA",1539.3,33.544,14.79,14.79,"NOR",14.35985,14.5657343750009
"251",14,44889,"5AA",2075.8,18.612,-3.182,-3.182,"GLU",-3.61215,-2.97617187499979
"252",15,44889,"5AA",2190.3,16.995,-4.635,-4.635,"PHE",-5.06515,-4.93332812500025
"253",16,44890,"16_K_2",1270.9,7.141,23.923,23.923,"ALA",23.49285,23.2189590909098
"254",17,44890,"16_K_2",1393.4,2.933,16.873,16.873,"VAL",16.44285,16.998022727273
"255",18,44890,"16_K_2",1521.7,1.669,15.216,15.216,"NOR",14.78585,15.0626045454552
"256",19,44890,"16_K_2",2057.6,6.337,24.441,24.441,"GLU",24.01085,24.6823045454546
"257",20,44890,"16_K_2",2169.2,1.381,4.312,4.312,"PHE",3.88185,4.0045863636361
"258",21,44891,"16_K_2",1270.1,6.895,24.449,24.449,"ALA",24.01885,23.8003400568188
"259",22,44891,"16_K_2",1392.6,2.964,15.59,15.59,"VAL",15.15985,15.7416860795457
"260",23,44891,"16_K_2",1521.3,1.559,15.936,15.936,"NOR",15.50585,15.85347471591
"261",24,44891,"16_K_2",2056.6,5.864,23.671,23.671,"GLU",23.24085,23.9477809659093
"262",25,44891,"16_K_2",2168.6,1.263,4.237,4.237,"PHE",3.80685,3.9205008522725
"263",26,44892,"16_K_2",1271.3,6.766,24.134,24.134,"ALA",23.70385,23.5407210227279
"264",27,44892,"16_K_2",1393.8,3.112,15.572,15.572,"VAL",15.14185,15.7503494318183
"265",28,44892,"16_K_2",1522.4,1.524,14.858,14.858,"NOR",14.42785,14.8463448863643
"266",29,44892,"16_K_2",2057.8,5.835,23.574,23.574,"GLU",23.14385,23.8862573863637
"267",30,44892,"16_K_2",2169.6,1.232,3.689,3.689,"PHE",3.25885,3.36341534090885
"268",31,44896,"5AA",1281.2,24.946,-1.255,-1.255,"ALA",-1.68515,-1.62675511363621
"269",32,44896,"5AA",1401.6,14.451,-1.482,-1.482,"VAL",-1.91215,-1.19699715909069
"270",33,44896,"5AA",1539.7,26.117,14.556,14.556,"NOR",14.12585,14.8278255681825
"271",34,44896,"5AA",2076.6,14.843,-4.339,-4.339,"GLU",-4.76915,-3.88483693181797
"272",35,44896,"5AA",2190.9,13.106,-5.361,-5.361,"PHE",-5.79115,-5.72292670454558
"273",36,44903,"5AA",1294.1,23.088,-0.911,-0.911,"ALA",-1.34115,-0.895088352272653
"274",37,44903,"5AA",1414.5,17.139,-0.208,-0.208,"VAL",-0.63815,0.263646306818214
"275",38,44903,"5AA",1552.9,26.448,12.633,12.633,"NOR",12.20285,13.4009167613642
"276",39,44903,"5AA",2096.7,14.326,-3.172,-3.172,"GLU",-3.60215,-2.46950198863616
"277",40,44903,"5AA",2207,14.979,-3.908,-3.908,"PHE",-4.33815,-4.33352528409096
