"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"1",44843,"5AA",1282,37.574,-0.902,-0.902,"ALA",-1.56285937499925
"2",44843,"5AA",1402.4,23.673,-0.817,-0.817,"VAL",-0.0234457386361382
"3",44843,"5AA",1541,40.037,14.369,14.369,"NOR",13.6901653409092
"4",44843,"5AA",2078.3,20.843,-3.111,-3.111,"GLU",-3.61351051136319
"5",44843,"5AA",2192.2,19.766,-4.413,-4.413,"PHE",-5.20728494318177
"6",44844,"5AA",1282.8,35.653,-0.608,-0.608,"ALA",-1.23765624999943
"7",44844,"5AA",1403.2,23.153,-0.236,-0.236,"VAL",0.563425568182026
"8",44844,"5AA",1541.8,39.536,14.904,14.904,"NOR",14.2181920454547
"9",44844,"5AA",2079.3,21.223,-2.678,-2.678,"GLU",-3.1497630681814
"10",44844,"5AA",2193,19.663,-4.201,-4.201,"PHE",-4.99900965909087
"11",44845,"5AA",1281.8,34.193,-0.411,-0.411,"ALA",-1.00945312499939
"12",44845,"5AA",1402.4,22.13,-0.256,-0.256,"VAL",0.549296875000191
"13",44845,"5AA",1540.7,37.548,15.084,15.084,"NOR",14.3912187500001
"14",44845,"5AA",2078.1,20.016,-2.947,-2.947,"GLU",-3.38801562499962
"15",44845,"5AA",2191.8,18.495,-4.204,-4.204,"PHE",-5.00573437499998
"16",44846,"22_W_2",1274.9,12.401,23.462,23.462,"ALA",22.8947500000007
"17",44846,"22_W_2",1397.4,5.676,17.577,17.577,"VAL",18.3881681818184
"18",44846,"22_W_2",1525.7,6.742,13.722,13.722,"NOR",13.0222454545456
"19",44846,"22_W_2",2062.4,7.714,23.036,23.036,"GLU",22.6257318181822
"20",44846,"22_W_2",2171.7,1.497,5.418,5.418,"PHE",4.61254090909092
"21",44847,"22_W_2",1275.1,11.859,23.032,23.032,"ALA",22.4959531250005
"22",44847,"22_W_2",1397.6,5.701,16.904,16.904,"VAL",17.7210394886365
"23",44847,"22_W_2",1525.9,6.57,13.601,13.601,"NOR",12.894272159091
"24",44847,"22_W_2",2062.6,7.452,23.342,23.342,"GLU",22.9624792613639
"25",44847,"22_W_2",2171.9,1.452,6.65,6.65,"PHE",5.84081619318185
"26",44848,"22_W_2",1273.9,11.453,23.368,23.368,"ALA",22.8631562500005
"27",44848,"22_W_2",1396.3,5.978,16.557,16.557,"VAL",17.3799107954547
"28",44848,"22_W_2",1524.4,4.272,14.693,14.693,"NOR",13.9792988636364
"29",44848,"22_W_2",2061.4,7.448,23.227,23.227,"GLU",22.8782267045459
"30",44848,"22_W_2",2170.7,1.411,4.701,4.701,"PHE",3.88809147727275
"31",44849,"22_W_3",1273.2,9.593,21.956,21.956,"ALA",21.4823593750006
"32",44849,"22_W_3",1396.1,4.509,19.311,19.311,"VAL",20.1397821022729
"33",44849,"22_W_3",1524.9,4.163,13.736,13.736,"NOR",13.0153255681819
"34",44849,"22_W_3",2062.2,6.443,20.981,20.981,"GLU",20.6629741477277
"35",44849,"22_W_3",2173.8,2.229,5.108,5.108,"PHE",4.29136676136365
"36",44850,"22_W_3",1274.3,9.214,21.795,21.795,"ALA",21.3525625000004
"37",44850,"22_W_3",1397.2,4.363,18.865,18.865,"VAL",19.699653409091
"38",44850,"22_W_3",1526.1,5.281,13.971,13.971,"NOR",13.2433522727273
"39",44850,"22_W_3",2063.7,6.035,20.268,20.268,"GLU",19.9807215909095
"40",44850,"22_W_3",2175.1,2.054,5.268,5.268,"PHE",4.44764204545455
"41",44851,"22_W_3",1275.3,8.879,21.527,21.527,"ALA",21.1157656250004
"42",44851,"22_W_3",1398.2,5.361,17.461,17.461,"VAL",18.3015247159092
"43",44851,"22_W_3",1527.2,4.405,15.464,15.464,"NOR",14.7293789772727
"44",44851,"22_W_3",2065.5,5.779,21.427,21.427,"GLU",21.1704690340913
"45",44851,"22_W_3",2176.5,1.93,4.25,4.25,"PHE",3.42591732954545
"46",44852,"5AA",1286,30.802,-0.403,-0.403,"ALA",-0.783031249999511
