"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"1",46953,"5AA",1275.9,17.583,-0.438,-0.438,"ALA",-0.869358522727996
"2",46953,"5AA",1397.6,12.072,-0.179,-0.179,"VAL",1.09069204545288
"3",46953,"5AA",1533.9,23.833,14.889,14.889,"NOR",14.1044826704554
"4",46953,"5AA",2067,12.696,-2.797,-2.797,"GLU",-3.02042443181945
"5",46953,"5AA",2183.4,12.192,-4.992,-4.992,"PHE",-5.06245880681935
"6",46954,"5AA",1276.4,17.284,-0.649,-0.649,"ALA",-1.09935113636432
"7",46954,"5AA",1398,11.4,-0.843,-0.843,"VAL",0.381752272725833
"8",46954,"5AA",1534.3,21.642,15.2,15.2,"NOR",14.4507960227281
"9",46954,"5AA",2067.2,12.007,-2.821,-2.821,"GLU",-3.08694659091028
"10",46954,"5AA",2183.6,11.356,-4.406,-4.406,"PHE",-4.56825284090988
"11",46955,"5AA",1276.8,16.628,-0.232,-0.232,"ALA",-0.701343750000653
"12",46955,"5AA",1398.4,11.172,-0.293,-0.293,"VAL",0.886812499998785
"13",46955,"5AA",1534.7,21.631,15.13,15.13,"NOR",14.4161093750009
"14",46955,"5AA",2067.8,12.184,-3.037,-3.037,"GLU",-3.34546875000133
"15",46955,"5AA",2184.3,11.258,-4.5,-4.5,"PHE",-4.75404687500132
"16",46962,"5AA",1276.4,8.748,-2.22,-2.22,"ALA",-2.82229204545495
"17",46962,"5AA",1398,5.573,-2.494,-2.494,"VAL",-1.62876590909146
"18",46962,"5AA",1534.5,11.957,13.717,13.717,"NOR",13.2503028409097
"19",46962,"5AA",2067.6,6.868,-3.679,-3.679,"GLU",-4.28512386363708
"20",46962,"5AA",2183.8,5.941,-5.138,-5.138,"PHE",-6.03460511363682
"21",46966,"74_K_2",1278.5,10.755,22.343,22.343,"ALA",21.6647374999998
"22",46966,"74_K_2",1399.7,7.178,14.853,14.853,"VAL",15.5384749999999
"23",46966,"74_K_2",1526.1,6.464,14.79,14.79,"NOR",14.4645562500005
"24",46966,"74_K_2",2065.3,5.884,20.313,20.313,"GLU",19.5367874999994
"25",46966,"74_K_2",2175.1,1.593,4.065,4.065,"PHE",2.80121875000017
"26",46967,"74_K_2",1278.5,11.203,22.868,22.868,"ALA",22.1707448863635
"27",46967,"74_K_2",1399.9,6.577,12.947,12.947,"VAL",13.5875352272724
"28",46967,"74_K_2",1526.3,4.586,11.451,11.451,"NOR",11.1608696022731
"29",46967,"74_K_2",2065.5,6.091,21.23,21.23,"GLU",20.4112653409086
"30",46967,"74_K_2",2175.5,1.621,5.769,5.769,"PHE",4.41342471590873
"31",46968,"74_K_2",1278.2,11.49,22.668,22.668,"ALA",21.9517522727272
"32",46968,"74_K_2",1399.5,8.007,15.878,15.878,"VAL",16.4735954545453
"33",46968,"74_K_2",1525.7,6.477,14.996,14.996,"NOR",14.7411829545459
"34",46968,"74_K_2",2065.3,6.232,22.076,22.076,"GLU",21.2147431818178
"35",46968,"74_K_2",2175.3,1.693,4.927,4.927,"PHE",3.47963068181821
"36",46969,"5AA",1278.7,9.049,-0.494,-0.494,"ALA",-1.22924034090914
"37",46969,"5AA",1400.1,5.527,-0.711,-0.711,"VAL",-0.160344318181706
"38",46969,"5AA",1536.6,11.994,14.675,14.675,"NOR",14.4554963068186
"39",46969,"5AA",2071.6,6.744,-2.539,-2.539,"GLU",-3.44277897727306
"40",46969,"5AA",2187.2,5.8,-3.557,-3.557,"PHE",-5.09616335227323
"41",46970,"74_W_2",1280.1,11.226,23.258,23.258,"ALA",22.5037670454545
"42",46970,"74_W_2",1401.3,6.429,14.487,14.487,"VAL",14.9927159090908
"43",46970,"74_W_2",1528.4,5.266,13.038,13.038,"NOR",12.8538096590912
"44",46970,"74_W_2",2070.4,6.429,22.379,22.379,"GLU",21.4326988636361
"45",46970,"74_W_2",2179,1.973,5.832,5.832,"PHE",4.20104261363624
"46",46971,"74_W_2",1283.9,11.417,23.04,23.04,"ALA",22.2667744318182
"47",46971,"74_W_2",1405.1,8.233,16.575,16.575,"VAL",17.0357761363637
"48",46971,"74_W_2",1532.4,6.873,16.43,16.43,"NOR",16.281123011364
"49",46971,"74_W_2",2076.2,6.313,23.345,23.345,"GLU",22.3561767045453
"50",46971,"74_W_2",2184.3,1.922,6.196,6.196,"PHE",4.47324857954572
"51",46972,"74_W_2",1288.1,11.631,23.017,23.017,"ALA",22.2247818181819
"52",46972,"74_W_2",1409.3,8.448,16.19,16.19,"VAL",16.6058363636367
"53",46972,"74_W_2",1536.8,6.94,16.267,16.267,"NOR",16.1534363636367
"54",46972,"74_W_2",2082.9,6.938,23.155,23.155,"GLU",22.1236545454545
"55",46972,"74_W_2",2189.5,1.98,6.11,6.11,"PHE",4.29545454545428
"56",46973,"5AA",1293.7,9.896,0.014,0.014,"ALA",-0.797210795454449
"57",46973,"5AA",1415.3,6.34,0.745,0.745,"VAL",1.11589659090965
"58",46973,"5AA",1552.2,11.869,14.395,14.395,"NOR",14.3167497159093
"59",46973,"5AA",2094.6,7.647,-1.767,-1.767,"GLU",-2.84086761363658
