"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"1",46934,"5AA",1277.4,19.718,-0.727,-0.727,"ALA",-1.11562002945512
"2",46934,"5AA",1398,12.954,-0.478,-0.478,"VAL",0.675897643593449
"3",46934,"5AA",1534.9,24.596,14.837,14.837,"NOR",13.8433512518423
"4",46934,"5AA",2068.1,12.59,-3.172,-3.172,"GLU",-3.25673343151717
"5",46934,"5AA",2183.8,12.421,-4.881,-4.881,"PHE",-5.05303276877818
"6",46935,"5AA",1277.4,21.125,-0.866,-0.866,"ALA",-1.25142415316646
"7",46935,"5AA",1398,12.933,-0.896,-0.896,"VAL",0.264067746686262
"8",46935,"5AA",1535.1,24.076,15.262,15.262,"NOR",14.3690265095745
"9",46935,"5AA",2068.3,13.227,-2.951,-2.951,"GLU",-3.06641384388828
"10",46935,"5AA",2184.1,12.559,-4.208,-4.208,"PHE",-4.42987039764422
"11",46936,"5AA",1277.6,21.09,-0.798,-0.798,"ALA",-1.1802282768778
"12",46936,"5AA",1398.2,13.207,-0.811,-0.811,"VAL",0.355237849779075
"13",46936,"5AA",1535.1,24.906,14.993,14.993,"NOR",14.2007017673059
"14",46936,"5AA",2068.5,13.816,-3.112,-3.112,"GLU",-3.25809425625939
"15",46936,"5AA",2184.3,12.7,-4.535,-4.535,"PHE",-4.80670802650981
"16",46937,"86_W_2",1281.6,27.331,23.306,23.306,"ALA",22.9269675994109
"17",46937,"86_W_2",1402.8,10.673,22.168,22.168,"VAL",23.3404079528718
"18",46937,"86_W_2",1527.2,7.003,12.61,12.61,"NOR",11.9183770250382
"19",46937,"86_W_2",2064.5,10.784,23.381,23.381,"GLU",23.2042253313695
"20",46937,"86_W_2",2175.5,4.737,3.702,3.702,"PHE",3.38045434462415
"21",46938,"86_W_2",1282,26.786,22.916,22.916,"ALA",22.5401634756995
"22",46938,"86_W_2",1403.2,10.899,21.814,21.814,"VAL",22.9925780559646
"23",46938,"86_W_2",1527.6,6.775,11.405,11.405,"NOR",10.8140522827705
"24",46938,"86_W_2",2065.1,10.588,22.696,22.696,"GLU",22.4885449189984
"25",46938,"86_W_2",2176.1,4.564,3.711,3.711,"PHE",3.3396167157581
"26",46939,"86_W_2",1281.2,25.174,23.009,23.009,"ALA",22.6363593519882
"27",46939,"86_W_2",1402.6,10.978,21.22,21.22,"VAL",22.4047481590575
"28",46939,"86_W_2",1527,7.746,12.303,12.303,"NOR",11.8127275405019
"29",46939,"86_W_2",2064.3,10.126,22.841,22.841,"GLU",22.6028645066273
"30",46939,"86_W_2",2175.5,4.429,4.122,4.122,"PHE",3.70077908689206
"31",46940,"07_E_3",1270.9,6.671,22.243,22.243,"ALA",21.8735552282769
"32",46940,"07_E_3",1394.2,4.562,21.618,21.618,"VAL",22.8089182621502
"33",46940,"07_E_3",1523.8,4.376,13.884,13.884,"NOR",13.4944027982342
"34",46940,"07_E_3",2055.5,5.244,22.083,22.083,"GLU",21.8141840942562
"35",46940,"07_E_3",2172.6,2.981,2.608,2.608,"PHE",2.13694145802602
"36",46941,"07_E_3",1271.1,6.371,22.289,22.289,"ALA",21.9227511045655
"37",46941,"07_E_3",1394.2,3.312,24.099,24.099,"VAL",25.296088365243
"38",46941,"07_E_3",1523.8,4.127,14.019,14.019,"NOR",13.7300780559656
"39",46941,"07_E_3",2055.1,5.003,22.534,22.534,"GLU",22.2345036818851
"40",46941,"07_E_3",2172.6,2.788,2.818,2.818,"PHE",2.29710382916043
"41",46942,"07_E_3",1271.1,6.219,22.401,22.401,"ALA",22.0379469808542
"42",46942,"07_E_3",1394.2,4.401,20.948,20.948,"VAL",22.1512584683358
"43",46942,"07_E_3",1523.8,3.979,14.025,14.025,"NOR",13.8367533136979
"44",46942,"07_E_3",2055.5,4.914,22.729,22.729,"GLU",22.3988232695139
"45",46942,"07_E_3",2172.8,2.644,3.177,3.177,"PHE",2.60626620029438
"46",46943,"5AA",1278.7,20.072,-1.109,-1.109,"ALA",-1.46885714285714
"47",46943,"5AA",1399.3,12.165,-1.35,-1.35,"VAL",-0.140571428571344
"48",46943,"5AA",1536.4,21.989,14.077,14.077,"NOR",13.9894285714292
"49",46943,"5AA",2070.4,13.076,-3.793,-3.793,"GLU",-4.15385714285717
"50",46943,"5AA",2185.9,11.327,-5.663,-5.663,"PHE",-6.28357142857166
"51",46944,"01_W_2",1281.4,20.712,21.876,21.876,"ALA",21.5193387334315
"52",46944,"01_W_2",1403.4,13.273,17.908,17.908,"VAL",19.1235986745214
"53",46944,"01_W_2",1529.5,6.665,13.884,13.884,"NOR",13.8971038291615
"54",46944,"01_W_2",2074.1,12.823,22.014,22.014,"GLU",21.6224624447717
"55",46944,"01_W_2",2179.5,3.781,2.889,2.889,"PHE",2.2185909425623
"56",46945,"01_W_2",1282.2,18.435,22.172,22.172,"ALA",21.8185346097202
