"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"1",46824,"5AA",1276.4,13.958,-1.481,-1.481,"ALA",-1.87225227272913
"2",46824,"5AA",1398,9.849,-0.842,-0.842,"VAL",0.123742329543114
"3",46824,"5AA",1533.9,18.992,14.741,14.741,"NOR",13.8550076704519
"4",46824,"5AA",2065.1,8.299,-3.083,-3.083,"GLU",-3.31054232954661
"5",46824,"5AA",2182.6,9.74,-4.716,-4.716,"PHE",-5.0304894886369
"6",46825,"5AA",1276.6,15.923,-0.512,-0.512,"ALA",-0.820313636365219
"7",46825,"5AA",1398.2,10.794,-0.526,-0.526,"VAL",0.545753977270542
"8",46825,"5AA",1534.3,19.739,15.263,15.263,"NOR",14.4887460227252
"9",46825,"5AA",2065.8,9.622,-3.141,-3.141,"GLU",-3.297153977274
"10",46825,"5AA",2183.2,9.896,-4.745,-4.745,"PHE",-4.98523693181889
"11",46826,"5AA",1277,15.653,-0.875,-0.875,"ALA",-1.10037500000177
"12",46826,"5AA",1398.8,10.578,-0.839,-0.839,"VAL",0.33876562499797
"13",46826,"5AA",1534.9,19.773,14.912,14.912,"NOR",14.2494843749975
"14",46826,"5AA",2066.4,9.905,-3.441,-3.441,"GLU",-3.52576562500094
"15",46826,"5AA",2183.6,9.734,-4.811,-4.811,"PHE",-4.97698437500043
"16",46827,"68_W_3",1281.4,25.861,23.344,23.344,"ALA",23.2015636363621
"17",46827,"68_W_3",1402.6,10.08,23.301,23.301,"VAL",24.5847772727254
"18",46827,"68_W_3",1527,4.631,13.892,13.892,"NOR",13.3412227272708
"19",46827,"68_W_3",2071.6,14.279,22.482,22.482,"GLU",22.4686227272717
"20",46827,"68_W_3",2177.4,4.083,3.369,3.369,"PHE",3.27726818181758
"21",46828,"68_W_3",1281.4,24.398,22.676,22.676,"ALA",22.6165022727256
"22",46828,"68_W_3",1402.8,10.358,22.909,22.909,"VAL",24.2987889204519
"23",46828,"68_W_3",1527.4,6.381,12.566,12.566,"NOR",12.1269610795432
"24",46828,"68_W_3",2072,13.863,22.054,22.054,"GLU",22.1120110795443
"25",46828,"68_W_3",2178,3.836,3.589,3.589,"PHE",3.57152073863559
