"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"66",45882,"5AA",1288.1,11.567,-0.196,-0.196,"ALA",-0.648525852272706
"67",45882,"5AA",1409.7,7.926,-0.072,-0.072,"VAL",0.825666477272632
"68",45882,"5AA",1546.6,14.274,14.463,14.463,"NOR",14.4612965909094
"69",45882,"5AA",2086,8.037,-2.417,-2.417,"GLU",-3.4420062500006
"70",45882,"5AA",2198.7,6.876,-3.511,-3.511,"PHE",-4.78646647727295
"71",45886,"5AA",1302.5,11.334,-1.093,-1.093,"ALA",-1.51675198863643
"72",45886,"5AA",1423.9,6.679,-0.769,-0.769,"VAL",0.123705113636207
"73",45886,"5AA",1560.4,11.502,13.74,13.74,"NOR",13.9637920454545
"74",45886,"5AA",2106.5,7.803,-2.362,-2.362,"GLU",-3.59873125000026
"75",45886,"5AA",2215.4,6.58,-3.787,-3.787,"PHE",-5.35830511363639
"76",45887,"5AA",1307.9,10.734,-1.125,-1.125,"ALA",-1.54155852272739
"77",45887,"5AA",1429.6,7.143,-0.844,-0.844,"VAL",0.0474647727271075
"78",45887,"5AA",1565.8,11.238,13.357,13.357,"NOR",13.637165909091
"79",45887,"5AA",2114.2,7.667,-1.924,-1.924,"GLU",-3.21366250000006
"80",45887,"5AA",2221.5,6.594,-3.559,-3.559,"PHE",-5.20426477272703
