"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"1",46802,"5AA",1275.9,14.392,-0.699,-0.699,"ALA",-1.51809659091067
"2",46802,"5AA",1398,9.829,-0.057,-0.057,"VAL",0.278936079543113
"3",46802,"5AA",1533.4,19.975,15.022,15.022,"NOR",13.7135613636352
"4",46802,"5AA",2065.5,9.939,-2.729,-2.729,"GLU",-3.65808948863782
"5",46802,"5AA",2183.2,10.477,-4.02,-4.02,"PHE",-5.07460113636318
"6",46803,"5AA",1276.2,15.848,-0.608,-0.608,"ALA",-1.32657954545609
"7",46803,"5AA",1398,10.83,-0.38,-0.38,"VAL",0.11411647727005
"8",46803,"5AA",1533.9,20.047,15.216,15.216,"NOR",14.0769681818166
"9",46803,"5AA",2065.8,8.979,-2.653,-2.653,"GLU",-3.43003693181933
"10",46803,"5AA",2182.8,10.051,-4.208,-4.208,"PHE",-5.1262068181809
"11",46804,"5AA",1276.8,15.391,-0.252,-0.252,"ALA",-0.870062500001506
"12",46804,"5AA",1398.8,10.628,-0.194,-0.194,"VAL",0.458296874997897
"13",46804,"5AA",1534.5,19.996,15.067,15.067,"NOR",14.097374999998
"14",46804,"5AA",2066.4,9.69,-2.543,-2.543,"GLU",-3.16798437500175
"15",46804,"5AA",2183.4,9.933,-4.264,-4.264,"PHE",-5.04581249999953
"16",46805,"71_K_2",1280.3,23.911,22.951,22.951,"ALA",22.4334545454531
"17",46805,"71_K_2",1401.6,7.834,22.548,22.548,"VAL",23.3584772727248
"18",46805,"71_K_2",1527,4.145,15.004,15.004,"NOR",14.2037818181803
"19",46805,"71_K_2",2070.1,13.146,21.925,21.925,"GLU",21.4520681818167
"20",46805,"71_K_2",2176.7,3.717,3.956,3.956,"PHE",3.31058181818185
"21",46806,"71_K_2",1280.1,23.288,22.749,22.749,"ALA",22.3319715909077
"22",46806,"71_K_2",1401.6,8.097,22.492,22.492,"VAL",23.4606576704518
"23",46806,"71_K_2",1527,4.043,15.024,15.024,"NOR",14.3931886363617
"24",46806,"71_K_2",2087.7,13.772,21.808,21.808,"GLU",21.4871207386352
"25",46806,"71_K_2",2193.5,3.754,3.706,3.706,"PHE",3.19697613636413
"26",46807,"71_K_2",1280.3,22.857,22.894,22.894,"ALA",22.5774886363622
"27",46807,"71_K_2",1401.8,8.328,21.989,21.989,"VAL",23.1158380681796
"28",46807,"71_K_2",1527,3.98,14.541,14.541,"NOR",14.0795954545441
