"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"1",46868,"5AA",1277,15.009,-1.049,-1.049,"ALA",-1.49499914772763
"2",46868,"5AA",1398.6,10.218,-1.181,-1.181,"VAL",0.12984914772715
"3",46868,"5AA",1534.9,19.94,14.616,14.616,"NOR",13.6044846590908
"4",46868,"5AA",2067,9.917,-3.291,-3.291,"GLU",-3.46990767045456
"5",46868,"5AA",2184.3,10.274,-5.172,-5.172,"PHE",-5.36554062499984
"6",46869,"5AA",1277,16.569,-0.957,-0.957,"ALA",-1.361694886364
"7",46869,"5AA",1398.6,11.1,-0.984,-0.984,"VAL",0.339994886363504
"8",46869,"5AA",1534.9,20.64,15.248,15.248,"NOR",14.3575079545453
"9",46869,"5AA",2067.6,10.563,-2.687,-2.687,"GLU",-2.85794602272731
"10",46869,"5AA",2184.5,10.651,-4.44,-4.44,"PHE",-4.65054374999981
"11",46870,"5AA",1276.2,16.629,-0.663,-0.663,"ALA",-1.02639062500038
"12",46870,"5AA",1397.8,11.45,-0.591,-0.591,"VAL",0.746140624999857
"13",46870,"5AA",1534.1,21.164,15.117,15.117,"NOR",14.3475312499998
"14",46870,"5AA",2066.6,10.744,-3.36,-3.36,"GLU",-3.52298437500005
"15",46870,"5AA",2183.4,10.587,-4.566,-4.566,"PHE",-4.7935468749999
"16",46871,"89_K_2_R",1277.2,16.704,22.643,22.643,"ALA",22.3209136363635
"17",46871,"89_K_2_R",1398.8,6.577,21.396,21.396,"VAL",22.7462863636362
"18",46871,"89_K_2_R",1525.7,5.52,11.972,11.972,"NOR",11.3235545454543
"19",46871,"89_K_2_R",2066.6,13.12,20.154,20.154,"GLU",19.9989772727272
"20",46871,"89_K_2_R",2174.4,3.193,4.06,4.06,"PHE",3.81545000000013
"21",46871,"89_K_2_R",3132.5,27.311,0.001,0.001,"REF",0.001
"22",46871,"89_K_2_R",3177.4,23.062,0,0,"REF",0
"23",46871,"89_K_2_R",3222.2,27.512,-0.04,-0.04,"REF",-0.04
"24",46872,"89_K_2_R",47.4,27.442,0.005,0.005,"REF",0.005
"25",46872,"89_K_2_R",92.2,27.503,0,0,"REF",0
"26",46872,"89_K_2_R",136.9,27.523,-0.012,-0.012,"REF",-0.012
"27",46872,"89_K_2_R",1277,16.487,22.683,22.683,"ALA",22.4022178977271
"28",46872,"89_K_2_R",1398.8,6.663,21.608,21.608,"VAL",22.9714321022726
"29",46872,"89_K_2_R",1525.7,5.448,11.857,11.857,"NOR",11.3295778409088
"30",46872,"89_K_2_R",2066.6,12.93,20.043,20.043,"GLU",19.8959389204545
"31",46872,"89_K_2_R",2174.4,3.138,3.601,3.601,"PHE",3.33944687500016
"32",46873,"89_K_2_R",1277,16.353,22.199,22.199,"ALA",21.9595221590907
"33",46873,"89_K_2_R",1398.6,6.782,21.135,21.135,"VAL",22.511577840909
"34",46873,"89_K_2_R",1525.3,5.342,10.981,10.981,"NOR",10.5746011363633
"35",46873,"89_K_2_R",2066.4,12.655,19.49,19.49,"GLU",19.3509005681818
"36",46873,"89_K_2_R",2174.6,3.07,3.998,3.998,"PHE",3.71944375000018
"37",46874,"74_W_2_R",1275.5,14.04,23.995,23.995,"ALA",23.7968264204543
"38",46874,"74_W_2_R",1397.4,6.34,22.002,22.002,"VAL",23.3917235795454
"39",46874,"74_W_2_R",1524.2,4.728,13.416,13.416,"NOR",13.1306244318178
"40",46874,"74_W_2_R",2064.1,10.09,23.555,23.555,"GLU",23.423862215909
"41",46874,"74_W_2_R",2173,2.719,5.829,5.829,"PHE",5.53344062500009
"42",46875,"74_W_2_R",1275.5,13.07,24.091,24.091,"ALA",23.9341306818179
"43",46875,"74_W_2_R",1397.4,6.092,20.737,20.737,"VAL",22.1398693181817
"44",46875,"74_W_2_R",1524.4,4.457,13.917,13.917,"NOR",13.7526477272723
"45",46875,"74_W_2_R",2063.7,9.263,24.414,24.414,"GLU",24.2908238636363
"46",46875,"74_W_2_R",2173,2.483,4.308,4.308,"PHE",3.99543750000012
"47",46876,"74_W_2_R",1275.9,12.753,24.366,24.366,"ALA",24.2504349431816
"48",46876,"74_W_2_R",1397.6,6.446,19.6,19.6,"VAL",21.0160150568181
"49",46876,"74_W_2_R",1524.7,4.157,14.166,14.166,"NOR",14.1226710227268
"50",46876,"74_W_2_R",2063.9,9.089,25.178,25.178,"GLU",25.0627855113636
"51",46876,"74_W_2_R",2173.4,2.378,4.332,4.332,"PHE",4.00243437500015
"52",46877,"5AA",1277.2,16.355,-0.819,-0.819,"ALA",-0.893260795454811
"53",46877,"5AA",1398.6,10.991,-1.275,-1.275,"VAL",0.154160795454446
"54",46877,"5AA",1535.1,19.523,14.131,14.131,"NOR",14.2086943181813
"55",46877,"5AA",2068.1,10.7,-3.612,-3.612,"GLU",-3.71925284090914
"56",46877,"5AA",2184.9,10.154,-5.068,-5.068,"PHE",-5.41456874999983
"57",46878,"01_E_3_R",1283.1,22.837,22.099,22.099,"ALA",22.0660434659088
"58",46878,"01_E_3_R",1404.3,13.846,17.128,17.128,"VAL",18.5703065340908
"59",46878,"01_E_3_R",1527,7.348,14.048,14.048,"NOR",14.2467176136358
"60",46878,"01_E_3_R",2073.7,12.486,22.572,22.572,"GLU",22.4727088068181
"61",46878,"01_E_3_R",2179,3.53,2.563,2.563,"PHE",2.19942812500009
"62",46879,"01_E_3_R",1284.1,20.606,22.558,22.558,"ALA",22.5663477272724
"63",46879,"01_E_3_R",1405.3,13.758,16.046,16.046,"VAL",17.5014522727272
"64",46879,"01_E_3_R",1528,7.35,14.132,14.132,"NOR",14.4517409090903
"65",46879,"01_E_3_R",2074.7,11.338,22.348,22.348,"GLU",22.2566704545454
