"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"1",44865,"5AA",1279.5,31.896,-0.707,-0.707,"ALA",-1.30427897727313
"2",44865,"5AA",1400.5,20.622,-0.827,-0.827,"VAL",0.149104829545544
"3",44865,"5AA",1538,35.05,14.776,14.776,"NOR",13.9725355113639
"4",44865,"5AA",2072.9,17.788,-2.795,-2.795,"GLU",-3.11519034090932
"5",44865,"5AA",2188.6,17.751,-4.809,-4.809,"PHE",-5.32491136363639
"6",44866,"5AA",1280.1,31.341,-0.94,-0.94,"ALA",-1.48287386363645
"7",44866,"5AA",1401.1,20.837,-0.648,-0.648,"VAL",0.313528977272802
"8",44866,"5AA",1538.7,35.615,14.767,14.767,"NOR",14.0307130681824
"9",44866,"5AA",2073.5,17.88,-3.037,-3.037,"GLU",-3.33614204545479
"10",44866,"5AA",2189.3,17.194,-4.389,-4.389,"PHE",-4.92626818181813
"11",44867,"5AA",1280.1,29.637,-0.57,-0.57,"ALA",-1.05846875000023
"12",44867,"5AA",1401.1,19.836,-0.48,-0.48,"VAL",0.46695312500006
"13",44867,"5AA",1538.7,33.951,15.039,15.039,"NOR",14.3698906250004
"14",44867,"5AA",2073.7,17.196,-2.935,-2.935,"GLU",-3.21309375000014
"15",44867,"5AA",2189.5,16.474,-4.407,-4.407,"PHE",-4.96562499999999
"16",44868,"22_W_3",1272.2,9.511,21.813,21.813,"ALA",21.378936363636
"17",44868,"22_W_3",1394.9,3.455,25.029,25.029,"VAL",25.9613772727273
"18",44868,"22_W_3",1524,4.235,13.216,13.216,"NOR",12.6140681818184
"19",44868,"22_W_3",2059.5,6.509,20.737,20.737,"GLU",20.4799545454544
"20",44868,"22_W_3",2172.6,2.362,4.617,4.617,"PHE",4.03701818181816
"21",44869,"22_W_3",1272,9.22,22.105,22.105,"ALA",21.7253414772722
"22",44869,"22_W_3",1394.9,4.113,20.41,20.41,"VAL",21.3278014204546
"23",44869,"22_W_3",1523.8,4.083,13.516,13.516,"NOR",12.9812457386364
"24",44869,"22_W_3",2059.5,6.203,20.522,20.522,"GLU",20.2860028409089
"25",44869,"22_W_3",2172.3,2.215,5.269,5.269,"PHE",4.6676613636363
"26",44870,"22_W_3",1272.2,8.59,21.929,21.929,"ALA",21.6037465909089
"27",44870,"22_W_3",1395.1,3.932,19.552,19.552,"VAL",20.4552255681818
"28",44870,"22_W_3",1524,3.764,13.545,13.545,"NOR",13.0774232954549
"29",44870,"22_W_3",2059.7,5.679,20.372,20.372,"GLU",20.1570511363635
"30",44870,"22_W_3",2172.6,1.98,5.032,5.032,"PHE",4.40930454545455
"31",44871,"22_K_3",1273,9.682,21.873,21.873,"ALA",21.6021517045451
"32",44871,"22_K_3",1395.5,4.839,16.926,16.926,"VAL",17.8146497159091
"33",44871,"22_K_3",1524.4,4.234,14.638,14.638,"NOR",14.2376008522729
"34",44871,"22_K_3",2059.1,5.31,21.921,21.921,"GLU",21.727099431818
"35",44871,"22_K_3",2172.3,1.804,4.323,4.323,"PHE",3.6789477272727
"36",44872,"22_K_3",1273.4,9.131,21.768,21.768,"ALA",21.5515568181813
"37",44872,"22_K_3",1396.1,6.05,17.133,17.133,"VAL",18.0070738636364
"38",44872,"22_K_3",1525.1,6.863,15.361,15.361,"NOR",15.027778409091
"39",44872,"22_K_3",2059.7,5.608,21.586,21.586,"GLU",21.4131477272725
"40",44872,"22_K_3",2172.8,1.722,4.205,4.205,"PHE",3.53959090909084
"41",44873,"22_K_3",1273.6,8.503,21.728,21.728,"ALA",21.5659619318176
"42",44873,"22_K_3",1396.3,6.11,17.043,17.043,"VAL",17.9024980113636
"43",44873,"22_K_3",1525.3,3.783,14.993,14.993,"NOR",14.726955965909
"44",44873,"22_K_3",2059.9,5.196,21.767,21.767,"GLU",21.6151960227271
"45",44873,"22_K_3",2172.8,1.577,3.139,3.139,"PHE",2.4522340909091
"46",44874,"5AA",1280.5,24.201,-0.786,-0.786,"ALA",-0.89363295454577
"47",44874,"5AA",1401.6,18.534,-0.277,-0.277,"VAL",0.56792215909098
"48",44874,"5AA",1539.1,26.659,15.11,15.11,"NOR",14.9111335227275
"49",44874,"5AA",2074.7,12.483,-3.789,-3.789,"GLU",-3.9197556818184
"50",44874,"5AA",2190.1,12.886,-3.915,-3.915,"PHE",-4.62312272727276
"51",44881,"5AA",1293.1,21.112,-1.338,-1.338,"ALA",-1.06479715909177
"52",44881,"5AA",1414.1,18.933,-0.213,-0.213,"VAL",0.529891193181787
"53",44881,"5AA",1552,27.796,12.585,12.585,"NOR",12.8563764204541
"54",44881,"5AA",2094.4,12.686,-3.314,-3.314,"GLU",-3.29741761363655
"55",44881,"5AA",2206.2,12.411,-4.23,-4.23,"PHE",-5.08762045454553
"56",44885,"5AA",1305.4,21.219,-1.665,-1.665,"ALA",-1.17417670454643
"57",44885,"5AA",1426.6,17.129,-0.265,-0.265,"VAL",0.419587784090932
"58",44885,"5AA",1564.2,20.334,13.893,13.893,"NOR",14.4330866477266
"59",44885,"5AA",2112.8,11.961,-3.594,-3.594,"GLU",-3.49322443181841
"60",44885,"5AA",2221.3,14.603,-3.758,-3.758,"PHE",-4.70104772727285
"61",44886,"5AA",1320.9,20.92,-2.037,-2.037,"ALA",-1.49177159090975
"62",44886,"5AA",1442.1,16.19,-0.59,-0.59,"VAL",0.0800119318181906
"63",44886,"5AA",1578,18.774,13.96,13.96,"NOR",14.5672642045451
"64",44886,"5AA",2132.4,12.424,-3.099,-3.099,"GLU",-2.97717613636376
"65",44886,"5AA",2237.1,12.227,-4.435,-4.435,"PHE",-5.39940454545459
