"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"1",46479,"5AA",1280.3,30.135,-0.834,-0.834,"ALA",-1.24215568181815
"2",46479,"5AA",1400.9,18.989,-0.785,-0.785,"VAL",0.285394886363725
"3",46479,"5AA",1538.9,33.693,14.59,14.59,"NOR",13.9851125000005
"4",46479,"5AA",2075.6,18.161,-3.489,-3.489,"GLU",-3.65903494318236
"5",46479,"5AA",2189.9,17.096,-4.925,-4.925,"PHE",-5.16935539772785
"6",46480,"5AA",1280.3,29.335,-0.876,-0.876,"ALA",-1.28873409090908
"7",46480,"5AA",1400.9,18.342,-0.728,-0.728,"VAL",0.318369318181756
"8",46480,"5AA",1539.1,33.465,14.629,14.629,"NOR",14.0532750000005
"9",46480,"5AA",2076,18.164,-3.011,-3.011,"GLU",-3.23150965909169
"10",46480,"5AA",2190.1,16.786,-4.721,-4.721,"PHE",-5.03723238636403
"11",46481,"5AA",1281,28.194,-1.107,-1.107,"ALA",-1.52431249999997
"12",46481,"5AA",1401.3,17.439,-0.626,-0.626,"VAL",0.396343750000015
"13",46481,"5AA",1539.7,31.771,14.406,14.406,"NOR",13.8594375000005
"14",46481,"5AA",2076.6,17.765,-3.224,-3.224,"GLU",-3.49498437500057
"15",46481,"5AA",2190.5,16.214,-4.607,-4.607,"PHE",-4.99510937500021
"16",46482,"92_E_2",1280.3,21.442,24.407,24.407,"ALA",23.9851090909091
"17",46482,"92_E_2",1401.8,8.568,21.481,21.481,"VAL",22.4793181818183
"18",46482,"92_E_2",1526.5,6.106,14.073,14.073,"NOR",13.5556000000005
"19",46482,"92_E_2",2072,14.111,23.854,23.854,"GLU",23.5325409090901
"20",46482,"92_E_2",2175.5,3.337,5.542,5.542,"PHE",5.08201363636316
"21",46483,"92_E_2",1280.5,19.722,23.89,23.89,"ALA",23.4635306818182
"22",46483,"92_E_2",1402.2,8.714,21.238,21.238,"VAL",22.2122926136363
"23",46483,"92_E_2",1527.2,7.669,14.389,14.389,"NOR",13.9007625000002
"24",46483,"92_E_2",2072,13.223,23.595,23.595,"GLU",23.2230661931812
"25",46483,"92_E_2",2175.9,3.074,4.115,4.115,"PHE",3.58313664772698
